Date,Adj Close,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2021-02-15,912.73583984375,938.0445556640625,951.2896118164062,934.5371704101562,945.1747436523438,15791099
2021-02-16,924.8152465820312,950.4589233398438,959.6427612304688,939.1521606445312,941.3442993164062,21421660
2021-02-17,935.4801635742188,961.4195556640625,967.2805786132812,946.3515625,950.6896362304688,23742994
2021-02-18,928.49755859375,954.2432250976562,973.0262451171875,950.2742919921875,962.2271728515625,18646877
2021-02-19,934.155517578125,960.05810546875,971.43408203125,947.5975952148438,949.30517578125,23403483
2021-02-22,901.7341918945312,926.73779296875,964.488525390625,920.6691284179688,959.919677734375,23804335
2021-02-23,908.6270751953125,933.8218383789062,947.4130249023438,929.2760620117188,945.1516723632812,25644108
2021-02-24,925.4888916015625,951.1511840820312,953.112548828125,935.06787109375,936.8446655273438,10807663
2021-02-25,962.9171142578125,989.6171875,993.1476440429688,956.6891479492188,958.0736694335938,34855693
2021-02-26,936.6253662109375,962.5963745117188,984.7944946289062,955.627685546875,976.9951782226562,37481215
2021-03-01,943.7651977539062,969.9342041015625,974.6876831054688,951.8433837890625,973.85693359375,17680764
2021-03-02,945.6961059570312,971.9186401367188,982.99462890625,964.1193237304688,979.3026733398438,17150760
2021-03-03,988.8496704101562,1016.268798828125,1024.4835205078125,972.4724731445312,978.8642578125,31924461
2021-03-04,977.0621337890625,1004.1544189453125,1010.6615600585938,995.7781982421875,1006.0696411132812,21435754
2021-03-05,978.3418579101562,1005.4696655273438,1020.8145751953125,993.6322021484375,994.99365234375,25511666
2021-03-08,983.91015625,1011.1923217773438,1030.021484375,1000.5316772460938,1000.7623901367188,19506841
2021-03-09,983.8875732421875,1011.169189453125,1021.6683349609375,990.6555786132812,1015.2996215820312,15154484
2021-03-10,979.80126953125,1006.9695434570312,1022.268310546875,1001.5700073242188,1018.5301513671875,11519358
2021-03-12,959.8860473632812,986.5020751953125,1018.2532348632812,980.1795043945312,1012.9921264648438,16864952
2021-03-15,946.998291015625,973.2570190429688,991.7169799804688,960.150390625,987.6327514648438,16698099
2021-03-16,943.271240234375,969.4265747070312,981.148681640625,967.0729370117188,975.6106567382812,13873801
2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
2021-03-18,902.1832885742188,927.1993408203125,962.1348876953125,923.461181640625,956.6430053710938,20647480
2021-03-19,934.9189453125,960.8426513671875,967.2344360351562,915.0618896484375,918.84619140625,41787429
2021-03-22,926.1175537109375,951.7972412109375,957.150634765625,938.3214721679688,955.7661743164062,18572478
2021-03-23,937.3887329101562,963.3809204101562,973.626220703125,948.8436889648438,951.589599609375,17421165
2021-03-24,919.3369140625,944.82861328125,959.8042602539062,941.644287109375,959.8042602539062,16822814
2021-03-25,894.2575073242188,919.0538330078125,947.920654296875,916.0771484375,947.920654296875,22001648
2021-03-26,895.6945190429688,920.5306396484375,929.3222045898438,910.8622436523438,928.5376586914062,20180202
2021-03-30,911.2540283203125,936.5216064453125,945.5670166015625,919.0999755859375,926.691650390625,20441701
2021-03-31,899.4889526367188,924.4302978515625,946.0285034179688,922.5381469726562,931.3067016601562,16250796
2021-04-01,907.9086303710938,933.0834350585938,936.8446655273438,924.453369140625,931.3067016601562,11723312
2021-04-05,894.7739868164062,919.5845947265625,934.5371704101562,905.5088500976562,934.5140991210938,14875099
2021-04-06,891.0469360351562,915.754150390625,925.2841186523438,908.6931762695312,924.845703125,14009194
2021-04-07,899.376708984375,924.31494140625,944.64404296875,919.9076538085938,922.9996948242188,24266353
2021-04-08,900.4993286132812,925.4686889648438,933.1526489257812,919.7691650390625,928.076171875,15369188
2021-04-09,890.0364990234375,914.7157592773438,925.93017578125,913.7696533203125,922.2843627929688,14037885
2021-04-12,858.198974609375,881.9954223632812,905.185791015625,876.965087890625,904.0781860351562,20901482
2021-04-13,867.4718017578125,891.525390625,895.5866088867188,885.0874633789062,887.9256591796875,19411189
2021-04-15,873.0848999023438,897.2941284179688,905.0011596679688,882.8491821289062,888.9871215820312,19723716
2021-04-16,867.6065673828125,891.663818359375,899.8785400390625,889.0563354492188,893.7406005859375,15656948
2021-04-19,853.9554443359375,877.6342163085938,884.4182739257812,872.2346801757812,878.6956787109375,18478808
2021-04-20,853.70849609375,877.3804321289062,885.6181640625,872.4423828125,881.6954345703125,17203668
2021-04-22,856.0659790039062,879.8032836914062,883.5183715820312,866.0967407226562,873.2730712890625,14490954
2021-04-23,855.1453857421875,878.8572387695312,885.572021484375,874.7037353515625,879.6187133789062,11828857
2021-04-26,870.1885986328125,894.3174438476562,905.4627075195312,882.1569213867188,886.0797119140625,20846778
2021-04-27,893.000244140625,917.7616577148438,921.7074584960938,894.5020751953125,895.3096923828125,19992524
2021-04-28,896.8844604492188,921.7536010742188,926.691650390625,913.8389282226562,922.0074462890625,17122437
2021-04-29,908.896484375,934.0987548828125,943.5364379882812,926.36865234375,933.5679931640625,17412606
2021-04-30,895.6271362304688,920.46142578125,939.6136474609375,917.2540283203125,926.9224243164062,19828769
2021-05-03,879.7083740234375,904.1012573242188,913.3081665039062,896.7403564453125,907.3086547851562,23640186
2021-05-04,860.646240234375,884.5105590820312,908.139404296875,881.9262084960938,899.9246826171875,21849830
2021-05-05,862.2179565429688,886.1258544921875,894.617431640625,880.5647583007812,887.625732421875,12393609
2021-05-06,867.1126098632812,891.1561889648438,893.002197265625,879.8955688476562,886.9334716796875,14624666
2021-05-07,867.4494018554688,891.5023193359375,902.5321655273438,888.8486938476562,894.2713012695312,12288548
2021-05-10,864.9571533203125,888.9409790039062,898.4478759765625,886.5181274414062,894.8482055664062,13941237
2021-05-11,868.0780029296875,892.1484375,894.6405029296875,881.4646606445312,883.772216796875,13478264
2021-05-12,859.0970458984375,882.9183959960938,892.0330200195312,880.0802001953125,890.7408447265625,13177961
2021-05-14,869.9415893554688,894.0636596679688,896.232666015625,879.6187133789062,889.7947387695312,13291616
2021-05-17,880.2921752929688,904.7012329101562,906.1318359375,890.8792724609375,894.0636596679688,11873078
2021-05-18,892.6859130859375,917.4385986328125,924.1995849609375,910.3084106445312,914.231201171875,12064918
2021-05-19,896.772216796875,921.6382446289062,930.5913696289062,910.0776977539062,913.7696533203125,16317002
2021-05-20,891.5408325195312,916.2617797851562,928.030029296875,914.231201171875,922.030517578125,11422532
2021-05-21,899.2420043945312,924.176513671875,927.4300537109375,916.5386962890625,919.3076782226562,10785605
2021-05-24,891.6531372070312,916.3771362304688,927.5223999023438,914.6926879882812,926.691650390625,8551760
2021-05-25,881.5494995117188,905.993408203125,921.6151733398438,904.5396728515625,921.3382568359375,14780102
2021-05-26,884.6478881835938,909.177734375,913.5389404296875,906.9856567382812,911.462158203125,7480204
2021-05-27,887.36474609375,911.9698486328125,919.7691650390625,905.5780639648438,909.2931518554688,26819294
2021-05-28,940.6666870117188,966.7498779296875,971.4571533203125,918.3847045898438,918.3847045898438,56469931
2021-05-31,970.0794067382812,996.9780883789062,1011.4691772460938,962.250244140625,970.0726318359375,59124142
2021-06-01,973.9412231445312,1000.947021484375,1016.22265625,990.609375,999.608642578125,28013832
2021-06-02,988.4679565429688,1015.8765258789062,1019.6838989257812,995.4551391601562,995.4551391601562,24630162
2021-06-03,992.239990234375,1019.7531127929688,1038.3746337890625,1013.4998168945312,1024.9910888671875,23974257
2021-06-04,983.6406860351562,1010.9154052734375,1022.8912963867188,1008.031005859375,1022.1298217773438,14468646
2021-06-07,1000.2105102539062,1027.9447021484375,1034.6826171875,1008.3771362304688,1016.22265625,16336573
2021-06-08,994.4627685546875,1022.0375366210938,1027.829345703125,1014.4458618164062,1027.5755615234375,9674735
2021-06-09,976.680419921875,1003.7621459960938,1024.9910888671875,995.8935546875,1024.068115234375,11409161
2021-06-10,980.2728271484375,1007.4541625976562,1029.1446533203125,1004.93896484375,1012.2537231445312,14155653
2021-06-11,1000.7651977539062,1021.3683471679688,1028.2216796875,1006.1157836914062,1007.4080200195312,13762778
2021-06-14,1015.1222534179688,1036.02099609375,1042.1820068359375,1013.0151977539062,1022.22216796875,20332436
2021-06-15,1017.4282836914062,1038.3746337890625,1049.865966796875,1033.8980712890625,1043.451171875,15174215
2021-06-16,1000.064208984375,1020.6530151367188,1037.01318359375,1017.9993896484375,1036.02099609375,10797349
2021-06-17,1001.8956298828125,1022.5220947265625,1031.4521484375,1006.0234985351562,1015.2996215820312,15745975
2021-06-18,1006.4175415039062,1027.1370849609375,1031.4521484375,1008.0771484375,1027.06787109375,29369026
2021-06-21,1011.662841796875,1032.490478515625,1037.2208251953125,1015.368896484375,1016.9149169921875,12186448
2021-06-22,1006.4627075195312,1027.1832275390625,1043.451171875,1024.2296142578125,1040.2205810546875,12871913
2021-06-23,997.2380981445312,1017.7686767578125,1038.6514892578125,1016.0841674804688,1038.3746337890625,16653951
2021-06-24,973.7919921875,993.8399047851562,1022.0375366210938,987.6096801757812,1018.4609375,91461975
2021-06-25,951.612060546875,971.2033081054688,993.8399047851562,960.4273071289062,993.8399047851562,55355022
2021-06-28,943.2691650390625,962.6886596679688,981.37939453125,960.3811645507812,979.3026733398438,20277042
2021-06-29,944.0831298828125,963.5193481445312,973.3031616210938,961.8118286132812,964.3038940429688,27144063
2021-06-30,954.4156494140625,974.0646362304688,979.6026000976562,965.0192260742188,967.4190063476562,19762858
2021-07-01,948.6727905273438,968.20361328125,979.8333740234375,966.8421630859375,977.4566650390625,12534407
2021-07-02,962.7359619140625,982.5562133789062,984.3330078125,965.8960571289062,967.76513671875,14086620
2021-07-05,972.2998046875,992.3169555664062,993.8629760742188,983.6868896484375,985.9713134765625,11702287
2021-07-06,960.8141479492188,980.5948486328125,991.7169799804688,978.4719848632812,989.8941040039062,10070124
2021-07-07,954.1443481445312,973.7877197265625,981.956298828125,968.2266845703125,981.956298828125,10454892
2021-07-08,946.2536010742188,965.7345581054688,976.9721069335938,960.3811645507812,976.9721069335938,11185460
2021-07-09,936.5767822265625,955.8584594726562,965.3192138671875,953.5048217773438,963.6116333007812,9037675
2021-07-12,942.4100341796875,961.8118286132812,969.8419189453125,957.3814086914062,959.8042602539062,8585292
2021-07-13,949.4642333984375,969.01123046875,970.5572509765625,963.6347045898438,969.149658203125,6717133
2021-07-14,943.2691650390625,962.6886596679688,972.3109130859375,960.4965209960938,969.3111572265625,8532544
2021-07-15,941.61865234375,961.0042114257812,966.8421630859375,959.2274169921875,966.8421630859375,9448356
2021-07-16,955.2069702148438,974.8722534179688,975.956787109375,963.4270629882812,963.4962768554688,8828185
2021-07-19,949.125,968.6651000976562,980.2256469726562,965.5730590820312,969.149658203125,8354449
2021-07-20,946.7962646484375,966.288330078125,972.8416748046875,961.7656860351562,968.9188842773438,6741464
2021-07-22,958.9601440429688,978.7026977539062,980.1795043945312,968.2958984375,977.9181518554688,7972397
2021-07-23,952.1773681640625,971.7802124023438,985.04833984375,970.095703125,985.04833984375,9937030
2021-07-26,939.1316528320312,958.4659423828125,978.8411254882812,955.8123168945312,972.8416748046875,12389668
2021-07-27,929.251220703125,948.3821411132812,961.627197265625,942.3826904296875,958.44287109375,10824523
2021-07-28,921.2700805664062,940.2366943359375,949.7666625976562,930.4990234375,949.7666625976562,12897848
2021-07-29,928.4599609375,947.5745239257812,957.3352661132812,943.0287475585938,947.920654296875,13765738
2021-07-30,920.3431396484375,939.2906494140625,954.3585815429688,937.352294921875,949.7666625976562,11350608
2021-08-02,937.1646118164062,956.4584350585938,959.6427612304688,941.9904174804688,948.0591430664062,10925104
2021-08-03,944.0604858398438,963.4962768554688,964.9961547851562,952.6279907226562,964.53466796875,11817299
2021-08-04,951.2955932617188,970.8803100585938,975.6106567382812,963.150146484375,966.5652465820312,13169800
2021-08-05,965.08740234375,984.9560546875,994.4398193359375,971.1110229492188,975.7490844726562,21252078
2021-08-06,944.6483764648438,964.0962524414062,990.8170776367188,959.3427734375,982.9715576171875,16620987
2021-08-09,939.2672119140625,958.6043701171875,964.4423828125,953.6893920898438,960.3811645507812,7494143
2021-08-10,944.1961669921875,963.6347045898438,975.149169921875,957.0352783203125,960.8426513671875,11919198
2021-08-11,957.4227294921875,977.1336059570312,978.379638671875,961.48876953125,967.7420654296875,9184963
2021-08-12,954.3478393554688,973.9954223632812,981.240966796875,971.4571533203125,980.6409912109375,8137612
2021-08-13,970.2422485351562,990.2171020507812,992.1785278320312,973.2800903320312,977.1336059570312,12780901
2021-08-16,982.8358154296875,1003.0698852539062,1016.6841430664062,982.140869140625,991.9246826171875,21935444
2021-08-17,978.653076171875,998.801025390625,1008.4694213867188,991.232421875,1000.9239501953125,12658169
2021-08-18,982.451416015625,1002.6776123046875,1009.2078247070312,993.424560546875,1003.3006591796875,10075860
2021-08-20,971.4180297851562,991.4170532226562,1002.3776245117188,986.2251586914062,988.994140625,9426282
2021-08-23,977.7938842773438,997.9241943359375,1003.3006591796875,984.0560913085938,1003.3006591796875,9854395
2021-08-24,987.4481811523438,1007.7772216796875,1011.607666015625,994.8090209960938,999.1702270507812,11864472
2021-08-25,995.9945068359375,1016.49951171875,1024.5296630859375,1006.1157836914062,1008.561767578125,13380559
2021-08-26,1008.5880737304688,1029.352294921875,1036.02099609375,1017.6071166992188,1018.9916381835938,18589616
2021-08-27,1007.2088623046875,1027.9447021484375,1035.02880859375,1022.7067260742188,1032.3751220703125,10480636
2021-08-30,1026.585205078125,1047.719970703125,1050.304443359375,1032.2828369140625,1038.3746337890625,14027062
2021-08-31,1021.11376953125,1042.1358642578125,1053.9501953125,1034.7979736328125,1050.7889404296875,26485463
2021-09-01,1025.1607666015625,1046.2662353515625,1058.1729736328125,1044.3741455078125,1048.9891357421875,11145486
2021-09-02,1037.505615234375,1058.865234375,1065.04931640625,1040.68212890625,1040.68212890625,9956770
2021-09-03,1080.0567626953125,1102.2923583984375,1105.2921142578125,1062.6033935546875,1066.0645751953125,30664428
2021-09-06,1096.8330078125,1119.4140625,1144.5196533203125,1113.1375732421875,1113.59912109375,33641710
2021-09-07,1103.7515869140625,1126.4749755859375,1134.3665771484375,1113.1375732421875,1121.444580078125,17349882
2021-09-08,1099.43310546875,1122.067626953125,1132.5206298828125,1110.6685791015625,1131.59765625,14301651
2021-09-09,1096.8330078125,1119.4140625,1125.0673828125,1115.02978515625,1120.4754638671875,8963249
2021-09-13,1072.3922119140625,1094.469970703125,1122.8291015625,1092.854736328125,1122.8291015625,16311160
2021-09-14,1070.9903564453125,1093.039306640625,1104.83056640625,1091.9085693359375,1096.0621337890625,8908356
2021-09-15,1075.4443359375,1097.5850830078125,1105.63818359375,1093.0623779296875,1093.0623779296875,9071075
2021-09-16,1098.0086669921875,1120.6138916015625,1124.5596923828125,1092.3701171875,1099.0849609375,13448882
2021-09-17,1080.9837646484375,1103.2384033203125,1133.3743896484375,1096.3389892578125,1128.82861328125,34882133
2021-09-20,1082.7020263671875,1104.9921875,1116.068115234375,1093.754638671875,1094.7237548828125,11779819
2021-09-21,1087.38232421875,1109.7686767578125,1115.260498046875,1100.215576171875,1109.9071044921875,9915736
2021-09-22,1099.0487060546875,1121.6754150390625,1126.9825439453125,1106.7919921875,1111.2916259765625,10995912
2021-09-23,1125.908935546875,1149.0885009765625,1152.3651123046875,1128.597900390625,1129.4747314453125,15748397
2021-09-24,1122.653076171875,1145.765625,1156.2647705078125,1140.82763671875,1155.387939453125,15192163
2021-09-27,1141.531982421875,1165.033203125,1167.5484619140625,1142.3505859375,1147.7501220703125,15373834
2021-09-28,1152.2037353515625,1175.9246826171875,1183.700927734375,1159.65673828125,1169.4405517578125,18035258
2021-09-29,1143.0694580078125,1166.6024169921875,1186.0545654296875,1163.002685546875,1186.0545654296875,9719875
2021-09-30,1139.1805419921875,1162.6334228515625,1169.717529296875,1153.9111328125,1165.287109375,13590654
2021-10-01,1141.19287109375,1164.6871337890625,1172.1173095703125,1151.442138671875,1154.6495361328125,8958928
2021-10-04,1155.866455078125,1179.662841796875,1188.2928466796875,1170.84814453125,1178.2091064453125,10918552
2021-10-05,1179.855224609375,1204.1453857421875,1205.4376220703125,1175.6015625,1179.17822265625,13533634
2021-10-06,1157.53955078125,1181.370361328125,1209.1064453125,1177.332275390625,1209.1064453125,10258881
2021-10-07,1163.214599609375,1187.1622314453125,1199.32275390625,1184.9931640625,1197.592041015625,6336665
2021-10-08,1207.9136962890625,1232.781494140625,1238.8502197265625,1191.36181640625,1193.0924072265625,15772493
2021-10-11,1199.5028076171875,1224.197509765625,1255.279541015625,1220.82861328125,1246.6956787109375,14768666
2021-10-12,1206.3533935546875,1231.189208984375,1238.2041015625,1218.9364013671875,1220.6671142578125,6682011
2021-10-13,1218.6304931640625,1243.718994140625,1255.048828125,1231.8814697265625,1236.3580322265625,9959762
2021-10-14,1221.094970703125,1246.234130859375,1254.102783203125,1240.142333984375,1246.2110595703125,8623469
2021-10-18,1224.3507080078125,1249.5570068359375,1266.8170166015625,1228.6510009765625,1231.5584716796875,13594479
2021-10-19,1235.3162841796875,1260.748291015625,1269.74755859375,1249.7415771484375,1257.033203125,8833409
2021-10-20,1221.094970703125,1246.234130859375,1265.7786865234375,1242.1268310546875,1265.7786865234375,12710570
2021-10-21,1185.8692626953125,1210.2833251953125,1258.9715576171875,1201.3763427734375,1258.6947021484375,20831669
2021-10-22,1188.0849609375,1212.544677734375,1229.8509521484375,1205.206787109375,1209.1295166015625,11027475
2021-10-25,1176.5089111328125,1200.730224609375,1236.819580078125,1186.0545654296875,1236.819580078125,17198417
2021-10-26,1203.3011474609375,1228.0740966796875,1231.6968994140625,1201.353271484375,1207.791259765625,9750178
2021-10-27,1188.0849609375,1212.544677734375,1235.3427734375,1209.1064453125,1223.8975830078125,9896298
2021-10-28,1175.06201171875,1199.25341796875,1217.4134521484375,1195.515380859375,1209.1295166015625,9886181
2021-10-29,1146.867919921875,1170.47900390625,1198.122802734375,1154.5341796875,1198.122802734375,14233025
2021-11-01,1147.56884765625,1171.1943359375,1179.5936279296875,1151.0267333984375,1170.47900390625,15481114
2021-11-02,1130.837646484375,1154.1187744140625,1175.901611328125,1151.5574951171875,1174.51708984375,10569130
2021-11-03,1123.0601806640625,1146.1810302734375,1162.9796142578125,1135.7510986328125,1156.5416259765625,11989430
2021-11-04,1129.9560546875,1153.2188720703125,1156.010986328125,1149.1346435546875,1150.4959716796875,1705656
2021-11-08,1131.35791015625,1154.6495361328125,1162.9796142578125,1133.628173828125,1162.70263671875,20337183
2021-11-09,1140.28857421875,1163.76416015625,1167.0869140625,1147.773193359375,1156.05712890625,15682497
2021-11-10,1153.040283203125,1176.7784423828125,1180.5166015625,1155.43408203125,1161.4566650390625,10253470
2021-11-11,1155.1429443359375,1178.9244384765625,1186.2852783203125,1170.1558837890625,1172.232666015625,10722478
2021-11-12,1172.5748291015625,1196.7152099609375,1199.32275390625,1180.0550537109375,1182.7779541015625,8712341
2021-11-15,1165.656494140625,1189.654296875,1200.9149169921875,1186.0545654296875,1199.8995361328125,4803269
2021-11-16,1138.5703125,1162.010498046875,1188.362060546875,1151.442138671875,1187.0006103515625,11337581
2021-11-17,1114.1971435546875,1137.1356201171875,1153.2650146484375,1135.7510986328125,1153.2650146484375,10202029
2021-11-18,1118.40234375,1141.427490234375,1148.673095703125,1130.6976318359375,1135.28955078125,8505625
2021-11-22,1068.864990234375,1090.8702392578125,1130.213134765625,1084.986083984375,1124.259765625,24124307
2021-11-23,1078.8583984375,1101.0693359375,1108.176513671875,1065.6031494140625,1076.7021484375,25326999
2021-11-24,1063.2806396484375,1085.1707763671875,1112.16845703125,1081.5479736328125,1098.36962890625,16820296
2021-11-25,1127.2880859375,1150.4959716796875,1154.672607421875,1087.8243408203125,1095.13916015625,42401936
2021-11-26,1090.95458984375,1113.41455078125,1143.4119873046875,1108.2918701171875,1138.8892822265625,15763138
2021-11-29,1104.02294921875,1126.7518310546875,1153.7496337890625,1107.1842041015625,1125.644287109375,24325354
2021-11-30,1087.69873046875,1110.0916748046875,1142.62744140625,1102.453857421875,1138.9815673828125,32172299
2021-12-01,1115.5537109375,1138.5201416015625,1141.7506103515625,1119.1832275390625,1122.8291015625,10104610
2021-12-02,1122.720947265625,1145.8348388671875,1151.995849609375,1136.0279541015625,1139.76611328125,12720411
2021-12-03,1088.987548828125,1111.406982421875,1153.057373046875,1107.599609375,1153.01123046875,19222481
2021-12-06,1068.344970703125,1090.3394775390625,1119.1370849609375,1087.8243408203125,1114.983642578125,10332254
2021-12-07,1077.0496826171875,1099.223388671875,1109.445556640625,1089.1396484375,1096.5928955078125,11235122
2021-12-08,1093.4415283203125,1115.9527587890625,1122.2752685546875,1110.507080078125,1118.7218017578125,8744178
2021-12-09,1110.7830810546875,1133.6512451171875,1142.1658935546875,1119.1370849609375,1123.7520751953125,13213547
2021-12-10,1111.9134521484375,1134.8050537109375,1138.05859375,1121.6060791015625,1126.1749267578125,8364414
2021-12-13,1089.62060546875,1112.0531005859375,1141.7967529296875,1109.445556640625,1141.5198974609375,12901733
2021-12-14,1076.281005859375,1098.4388427734375,1110.36865234375,1095.32373046875,1098.36962890625,12991523
2021-12-15,1073.13818359375,1095.2314453125,1109.9071044921875,1089.647216796875,1100.215576171875,9366969
2021-12-16,1087.0203857421875,1109.3994140625,1114.7528076171875,1093.131591796875,1110.2301025390625,9761279
2021-12-17,1058.3289794921875,1080.1173095703125,1111.2916259765625,1070.6795654296875,1106.69970703125,21049821
2021-12-20,1029.7957763671875,1050.9967041015625,1069.6873779296875,1037.0362548828125,1069.6873779296875,14325846
2021-12-21,1045.125,1066.6414794921875,1082.6785888671875,1057.8499755859375,1066.6876220703125,12836561
2021-12-22,1069.9276123046875,1091.9547119140625,1094.6314697265625,1071.6026611328125,1072.94091796875,17658543
2021-12-23,1069.5433349609375,1091.5625,1098.36962890625,1088.23974609375,1095.6005859375,9072401
2021-12-24,1072.95751953125,1095.046875,1103.9075927734375,1078.7789306640625,1093.754638671875,7886494
2021-12-27,1071.80419921875,1093.8699951171875,1097.4466552734375,1083.6478271484375,1089.85498046875,4017223
2021-12-28,1084.533447265625,1106.8612060546875,1109.837890625,1095.1622314453125,1096.3389892578125,6374613
2021-12-29,1086.387451171875,1108.75341796875,1116.3681640625,1099.3387451171875,1103.4461669921875,15425312
2021-12-30,1066.7623291015625,1088.7242431640625,1109.884033203125,1082.4940185546875,1107.599609375,29333171
2021-12-31,1070.854736328125,1092.90087890625,1100.16943359375,1089.1396484375,1095.13916015625,9477290
2022-01-03,1086.9979248046875,1109.3763427734375,1111.2685546875,1090.7779541015625,1091.4471435546875,5421611
2022-01-04,1111.5291748046875,1134.4127197265625,1135.7510986328125,1109.445556640625,1114.9375,10847728
2022-01-05,1116.7293701171875,1139.719970703125,1143.1351318359375,1122.8060302734375,1136.212646484375,11643813
2022-01-06,1092.7181396484375,1115.21435546875,1132.5206298828125,1111.7530517578125,1131.2283935546875,14447422
2022-01-07,1101.5357666015625,1124.213623046875,1134.3896484375,1112.929931640625,1121.883056640625,13112115
2022-01-10,1102.4400634765625,1125.1365966796875,1133.9051513671875,1115.0067138671875,1131.59765625,9246731
2022-01-11,1110.3760986328125,1133.2359619140625,1142.18896484375,1123.7520751953125,1124.213623046875,16205164
2022-01-12,1140.01708984375,1163.4871826171875,1165.2640380859375,1137.5970458984375,1140.5045166015625,14800442
2022-01-13,1146.4383544921875,1170.04052734375,1172.671142578125,1157.626220703125,1163.5565185546875,11856712
2022-01-14,1148.111328125,1171.748046875,1184.8084716796875,1165.6793212890625,1169.902099609375,19930176
2022-01-17,1154.1029052734375,1177.8629150390625,1183.7470703125,1170.8250732421875,1171.28662109375,8036453
2022-01-18,1140.333740234375,1163.810302734375,1182.5240478515625,1161.0181884765625,1179.0167236328125,6215029
2022-01-19,1140.2432861328125,1163.718017578125,1173.132568359375,1157.903076171875,1167.5946044921875,9755485
2022-01-20,1120.279052734375,1143.3427734375,1158.341552734375,1132.9820556640625,1153.772705078125,16494486
2022-01-21,1120.4599609375,1143.52734375,1154.7879638671875,1131.59765625,1131.59765625,13338594
2022-01-24,1075.2635498046875,1097.4005126953125,1155.9417724609375,1086.8782958984375,1142.2120361328125,21868937
2022-01-25,1073.160888671875,1095.2545166015625,1102.361572265625,1063.757080078125,1084.31689453125,24510205
2022-01-27,1057.2662353515625,1079.03271484375,1087.3397216796875,1066.5491943359375,1078.0635986328125,20020431
2022-01-28,1056.2490234375,1077.994384765625,1096.4774169921875,1074.5562744140625,1091.4471435546875,14667727
2022-01-31,1079.1976318359375,1101.41552734375,1110.55322265625,1087.3858642578125,1089.23193359375,12143683
